"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"32000","Nevada","2001","      Federal civilian",19310
"32000","Nevada","2002","      Military",18363
"32000","Nevada","2010","      State and local",136982
"32000","Nevada","2011","        State government",35328
"32000","Nevada","2012","        Local government",101654
"33000","New Hampshire","","Employment by place of work",""
"33000","New Hampshire","10","Total employment (number of jobs)",894943
"33000","New Hampshire","","By type",""
"33000","New Hampshire","20","  Wage and salary employment",687910
"33000","New Hampshire","40","  Proprietors employment",207033
"33000","New Hampshire","50","    Farm proprietors employment",3849
"33000","New Hampshire","60","    Nonfarm proprietors employment 2/",203184
"33000","New Hampshire","","By industry",""
"33000","New Hampshire","70","  Farm employment",5162
"33000","New Hampshire","80","  Nonfarm employment",889781
"33000","New Hampshire","90","    Private nonfarm employment",795449
"33000","New Hampshire","100","      Forestry, fishing, and related activities",3028
"33000","New Hampshire","101","        Forestry and logging",1345
"33000","New Hampshire","102","        Fishing, hunting and trapping","(D)"
"33000","New Hampshire","103","        Support activities for agriculture and forestry","(D)"
"33000","New Hampshire","200","      Mining, quarrying, and oil and gas extraction",1504
"33000","New Hampshire","201","        Oil and gas extraction",378
"33000","New Hampshire","202","        Mining (except oil and gas)",985
"33000","New Hampshire","203","        Support activities for mining",141
"33000","New Hampshire","300","      Utilities",2256
"33000","New Hampshire","400","      Construction",54706
"33000","New Hampshire","401","        Construction of buildings",11286
"33000","New Hampshire","402","        Heavy and civil engineering construction",4668
"33000","New Hampshire","403","        Specialty trade contractors",38752
"33000","New Hampshire","500","      Manufacturing",76136
"33000","New Hampshire","510","        Durable goods manufacturing",56421
"33000","New Hampshire","511","          Wood product manufacturing",2105
"33000","New Hampshire","512","          Nonmetallic mineral product manufacturing",2266
"33000","New Hampshire","513","          Primary metal manufacturing",2389
"33000","New Hampshire","514","          Fabricated metal product manufacturing",12353
"33000","New Hampshire","515","          Machinery manufacturing",7423
"33000","New Hampshire","516","          Computer and electronic product manufacturing",16336
"33000","New Hampshire","517","          Electrical equipment, appliance, and component manufacturing",4330
"33000","New Hampshire","518","          Motor vehicles, bodies and trailers, and parts manufacturing",966
"33000","New Hampshire","519","          Other transportation equipment manufacturing",1665
"33000","New Hampshire","521","          Furniture and related product manufacturing",1217
"33000","New Hampshire","522","          Miscellaneous manufacturing",5371
"33000","New Hampshire","530","        Nondurable goods manufacturing",19715
"33000","New Hampshire","531","          Food manufacturing",3334
"33000","New Hampshire","532","          Beverage and tobacco product manufacturing",1283
"33000","New Hampshire","533","          Textile mills",1932
"33000","New Hampshire","534","          Textile product mills",286
"33000","New Hampshire","535","          Apparel manufacturing",661
"33000","New Hampshire","536","          Leather and allied product manufacturing",255
"33000","New Hampshire","537","          Paper manufacturing",823
"33000","New Hampshire","538","          Printing and related support activities",2716
"33000","New Hampshire","539","          Petroleum and coal products manufacturing",273
"33000","New Hampshire","541","          Chemical manufacturing",2477
"33000","New Hampshire","542","          Plastics and rubber products manufacturing",5675
"33000","New Hampshire","600","      Wholesale trade",30639
"33000","New Hampshire","700","      Retail trade",112470
"33000","New Hampshire","701","        Motor vehicle and parts dealers",13878
"33000","New Hampshire","702","        Furniture and home furnishings stores",3083
"33000","New Hampshire","703","        Electronics and appliance stores",3226
"33000","New Hampshire","704","        Building material and garden equipment and supplies dealers",10105
"33000","New Hampshire","705","        Food and beverage stores",22744
"33000","New Hampshire","706","        Health and personal care stores",4886
"33000","New Hampshire","707","        Gasoline stations",4690
"33000","New Hampshire","708","        Clothing and clothing accessories stores",7025
"33000","New Hampshire","709","        Sporting goods, hobby, musical instrument, and book stores",5395
"33000","New Hampshire","711","        General merchandise stores",14917
"33000","New Hampshire","712","        Miscellaneous store retailers",9923
"33000","New Hampshire","713","        Nonstore retailers",12598
"33000","New Hampshire","800","      Transportation and warehousing",23141
"33000","New Hampshire","801","        Air transportation",812
"33000","New Hampshire","802","        Rail transportation",90
"33000","New Hampshire","803","        Water transportation","(D)"
"33000","New Hampshire","804","        Truck transportation",4497
"33000","New Hampshire","805","        Transit and ground passenger transportation",7096
"33000","New Hampshire","806","        Pipeline transportation","(D)"
"33000","New Hampshire","807","        Scenic and sightseeing transportation",410
"33000","New Hampshire","808","        Support activities for transportation",1692
"33000","New Hampshire","809","        Couriers and messengers","(D)"
"33000","New Hampshire","811","        Warehousing and storage",4173
"33000","New Hampshire","900","      Information",15412
"33000","New Hampshire","901","        Publishing industries (except Internet)",6121
"33000","New Hampshire","902","        Motion picture and sound recording industries",1279
"33000","New Hampshire","903","        Broadcasting (except Internet)",969
"33000","New Hampshire","904","        Internet publishing and broadcasting 3/","(NA)"
"33000","New Hampshire","905","        Telecommunications",4592
"33000","New Hampshire","906","        Data processing, hosting, and related services",1853
"33000","New Hampshire","907","        Other information services 3/",598
"33000","New Hampshire","1000","      Finance and insurance",42283
"33000","New Hampshire","1001","        Monetary Authorities-central bank",0
"33000","New Hampshire","1002","        Credit intermediation and related activities",8702
