"NTD ID","Agency Name","Time Period","num_trips","passenger_miles"
"5R06-55318","County of Walworth","Annual Total",26789,0
"5R06-55319","Oneida-Vilas Transit Commission","Annual Total",35132,0
"5R06-55327","County of Clark","Annual Total",14517,0
"6","City of Yakima","Annual Total",1103595,7006235
"6","City of Yakima","Average Weekday",3904,25434
"6","City of Yakima","Weekend",2266,9252
"60","The Tulalip Tribes of Washington","Annual Total",5371,0
"60001","City of Amarillo","Annual Total",340731,0
"60002","Chickasaw Nation","Annual Total",52592,0
"60003","Choctaw Nation of Oklahoma","Annual Total",43952,0
"60004","Citizen Potawatomi Nation","Annual Total",38510,0
"60005","Comanche Nation","Annual Total",28056,0
"60006","City of El Paso","Annual Total",13115932,77814815
"60006","City of El Paso","Average Weekday",44575,270540
"60006","City of El Paso","Weekend",32193,159887
"60007","Fort Worth Transportation Authority","Annual Total",5804038,30728543
"60007","Fort Worth Transportation Authority","Average Weekday",19142,107710
"60007","Fort Worth Transportation Authority","Weekend",15855,57071
"60008","Metropolitan Transit Authority of Harris County, Texas","Annual Total",90300547,562857949
"60008","Metropolitan Transit Authority of Harris County, Texas","Average Weekday",300358,2151580
"60008","Metropolitan Transit Authority of Harris County, Texas","Weekend",281361,1242306
"60009","Laredo Transit Management, Inc.","Annual Total",2793146,9560460
"60009","Laredo Transit Management, Inc.","Average Weekday",8959,31331
"60009","Laredo Transit Management, Inc.","Weekend",9485,30483
"60010","City of Lubbock","Annual Total",3759406,9007380
"60010","City of Lubbock","Average Weekday",14563,34475
"60010","City of Lubbock","Weekend",1201,4894
"60011","VIA Metropolitan Transit","Annual Total",39910803,183337475
"60011","VIA Metropolitan Transit","Average Weekday",125974,582720
"60011","VIA Metropolitan Transit","Weekend",144819,594503
"60012","City of Waco","Annual Total",1295788,5092845
"60012","City of Waco","Average Weekday",4480,17023
"60012","City of Waco","Weekend",3035,14425
"60013","City of Port Arthur","Annual Total",101043,0
"60014","City of Brownsville","Annual Total",1582769,12504691
"60014","City of Brownsville","Average Weekday",5168,38217
"60014","City of Brownsville","Weekend",4699,52396
"60015","City of Galveston","Annual Total",636315,0
"60016","City of Beaumont","Annual Total",437509,1492299
"60016","City of Beaumont","Average Weekday",1537,4404
"60016","City of Beaumont","Weekend",949,3694
"60017","Central Oklahoma Transportation and Parking Authority","Annual Total",3031321,15451096
"60017","Central Oklahoma Transportation and Parking Authority","Average Weekday",10995,56492
"60017","Central Oklahoma Transportation and Parking Authority","Weekend",4608,20588
"60018","Metropolitan Tulsa Transit Authority","Annual Total",2882732,15706533
"60018","Metropolitan Tulsa Transit Authority","Average Weekday",10138,55142
"60018","Metropolitan Tulsa Transit Authority","Weekend",5826,31924
"60019","City of Albuquerque Transit Department","Annual Total",9922783,35124037
"60019","City of Albuquerque Transit Department","Average Weekday",33396,120692
"60019","City of Albuquerque Transit Department","Weekend",27914,95305
"60022","Capital Area Transit System","Annual Total",3962488,15178347
"60022","Capital Area Transit System","Average Weekday",13457,49392
"60022","Capital Area Transit System","Weekend",9609,48585
"60023","City of Lake Charles","Annual Total",279018,0
"60024","City of Shreveport","Annual Total",2588618,16364219
"60024","City of Shreveport","Average Weekday",9056,58042
"60024","City of Shreveport","Weekend",5654,32298
"60025","City of Alexandria","Annual Total",577510,0
"60026","City of Monroe","Annual Total",930134,0
"60032","New Orleans Regional Transit Authority","Annual Total",18981661,56133725
"60032","New Orleans Regional Transit Authority","Average Weekday",56815,168490
"60032","New Orleans Regional Transit Authority","Weekend",83107,238046
"60033","Central Arkansas Transit Authority","Annual Total",2351440,11516502
"60033","Central Arkansas Transit Authority","Average Weekday",7970,39595
"60033","Central Arkansas Transit Authority","Weekend",6140,27316
"60034","City of Pine Bluff","Annual Total",82079,0
"60035","City of Wichita Falls","Annual Total",487845,0
"60038","Lafayette City-Parish Consolidated Government","Annual Total",1550714,8549140
"60038","Lafayette City-Parish Consolidated Government","Average Weekday",5263,29930
"60038","Lafayette City-Parish Consolidated Government","Weekend",4164,18671
"60040","City of Abilene","Annual Total",381417,0
"60041","City of Arlington","Annual Total",206547,1861586
"60041","City of Arlington","Average Weekday",367,1942
"60041","City of Arlington","Weekend",37,217
"60048","Capital Metropolitan Transportation Authority","Annual Total",29491269,163899442
"60048","Capital Metropolitan Transportation Authority","Average Weekday",96185,545689
"60048","Capital Metropolitan Transportation Authority","Weekend",94950,479620
"60049","City of Las Cruces NM","Annual Total",609628,0
"60051","Corpus Christi Regional Transportation Authority","Annual Total",5366985,24634610
"60051","Corpus Christi Regional Transportation Authority","Average Weekday",17462,76588
"60051","Corpus Christi Regional Transportation Authority","Weekend",16387,85801
"60056","Dallas Area Rapid Transit","Annual Total",62438784,426923086
"60056","Dallas Area Rapid Transit","Average Weekday",205260,1413657
"60056","Dallas Area Rapid Transit","Weekend",179675,1098069
"60058","St. Bernard Parish","Annual Total",90816,0
"60059","Brazos Transit District","Annual Total",473543,3626024
"60059","Brazos Transit District","Average Weekday",1910,14398
"60062","University of Arkansas, Fayetteville","Annual Total",1645305,0
"60068","City of Grand Prairie","Annual Total",52822,0
"60072","Ozark Regional Transit","Annual Total",247155,1645346
"60072","Ozark Regional Transit","Average Weekday",969,6452
"60077","City of Santa Fe","Annual Total",968876,3227227
"60077","City of Santa Fe","Average Weekday",3122,10578
"60077","City of Santa Fe","Weekend",3284,10089
"60080","Terrebonne Parish Consolidated Government","Annual Total",160157,0
"60081","City of Longview","Annual Total",254913,0
"60082","The Gulf Coast Center","Annual Total",251908,1842676
"60082","The Gulf Coast Center","Average Weekday",1063,9945
"60082","The Gulf Coast Center","Weekend",425,2592
"60086","City of Fort Smith","Annual Total",276090,0
"60088","Jefferson Parish","Annual Total",1984570,10084094
"60088","Jefferson Parish","Average Weekday",6714,34516
"60088","Jefferson Parish","Weekend",4939,24421
"60089","City of Tyler","Annual Total",205275,0
"60090","Lower Rio Grande Valley Development Council","Annual Total",709226,6384393
"60090","Lower Rio Grande Valley Development Council","Average Weekday",2572,23402
"60090","Lower Rio Grande Valley Development Council","Weekend",903,5582
"60091","Hill Country Transit District","Annual Total",652990,4523362
"60091","Hill Country Transit District","Average Weekday",2528,17597
"60091","Hill Country Transit District","Weekend",622,3580
"60093","Texarkana Urban Transit District","Annual Total",315149,0
"60094","City of Lawton","Annual Total",359194,0
"60095","Golden Crescent Regional Planning Commission","Annual Total",326137,0
"60096","University of Oklahoma","Annual Total",1172774,0
"60097","Midland-Odessa Urban Transit District","Annual Total",368534,0
"60099","City of McAllen","Annual Total",617926,0
"60100","City of Farmington","Annual Total",117658,0
"60101","Denton County Transportation Authority","Annual Total",2981039,17614147
"60101","Denton County Transportation Authority","Average Weekday",11328,65492
"60101","Denton County Transportation Authority","Weekend",1526,10842
"60102","Concho Valley Transit District","Annual Total",268469,2709500
"60102","Concho Valley Transit District","Average Weekday",915,9843
"60102","Concho Valley Transit District","Weekend",716,4048
"60103","Fort Bend County, Texas","Annual Total",392613,6999056
"60103","Fort Bend County, Texas","Average Weekday",1592,28393
"60104","City of Jonesboro","Annual Total",134692,0
"60105","City of Hot Springs","Annual Total",163416,0
"60107","Texoma Area Paratransit System, Inc","Annual Total",38962,512320
"60107","Texoma Area Paratransit System, Inc","Average Weekday",156,1971
"60107","Texoma Area Paratransit System, Inc","Weekend",42,856
"60108","Harris County","Annual Total",214940,0
"60109","St. Tammany Parish Government","Annual Total",70998,0
"60111","Rio Metro Regional Transit District","Annual Total",927452,37898559
"60111","Rio Metro Regional Transit District","Average Weekday",3159,125659
"60111","Rio Metro Regional Transit District","Weekend",2075,104667
"60112","River Parishes Transit Authority","Annual Total",18227,0
"60113","City of Cleburne","Annual Total",35524,0
"60114","STAR Transit","Annual Total",238062,2085974
"60114","STAR Transit","Average Weekday",885,7967
"60114","STAR Transit","Weekend",326,1550
"60115","Public Transit Services","Annual Total",69704,0
"60116","SPAN, Incorporated","Annual Total",59562,0
"60118","City of Edmond","Annual Total",213269,0
"60125","City of Round Rock","Annual Total",67101,0
"60127","Plaquemines Parish Government","Annual Total",722959,778880
"60127","Plaquemines Parish Government","Average Weekday",2156,2767
"60127","Plaquemines Parish Government","Weekend",3092,1547
"60129","City of Conroe","Annual Total",33357,0
"60130","Alamo Area Council of Governments","Annual Total",117378,1230524
"60130","Alamo Area Council of Governments","Average Weekday",438,4322
"60130","Alamo Area Council of Governments","Weekend",603,321
"60131","San Marcos Urban Transit District","Annual Total",84306,0
"60132","St. Martin, Iberia, Lafayette Community Action Agency","Annual Total",19675,0
"60133","McKinney Avenue Transit Authority","Annual Total",519001,664326
"60133","McKinney Avenue Transit Authority","Average Weekday",1169,1517
"60133","McKinney Avenue Transit Authority","Weekend",4084,5124
"60134","The Woodlands Township","Annual Total",666866,20340653
"60134","The Woodlands Township","Average Weekday",2433,80331
"60134","The Woodlands Township","Weekend",1055,3343
"60138","North Central Regional Transit District","Annual Total",284967,0
"60196","Tangipahoa Voluntary Council on Aging","Annual Total",34174,0
"60206","Zia Therapy Center, Inc.","Annual Total",116297,0
"60260","Community Services, Inc.","Annual Total",54323,0
"60269","Texas State University","Annual Total",2710009,5652555
"60269","Texas State University","Average Weekday",13043,26963
"60269","Texas State University","Weekend",336,778
"60620","Pueblo of Laguna","Annual Total",8838,0
"61","City of Albany","Annual Total",200468,0
"63","City of Milton-Freewater","Annual Total",9458,0
"64","Valley Transit","Annual Total",728434,0
"65","Benton County","Annual Total",93780,0
"66146","Ponca Tribe of Oklahoma","Annual Total",15535,0
"66152","Pueblo of Santa Ana","Annual Total",57462,0
"66158","Seminole Nation Public Transit","Annual Total",26520,0
"66164","Kiowa Tribe","Annual Total",6104,0
"66170","Muscogee (Creek) Nation","Annual Total",65748,0
"66176","United Keetoowah Band of Cherokee Indians in Oklahoma","Annual Total",10043,0
"66188","Ohkay Owingeh Pueblo","Annual Total",12760,0
"66194","Cheyenne & Arapaho Tribes","Annual Total",10089,0
"66242","Zuni Pueblo","Annual Total",42051,0
"66283","South Central Regional Transit District","Annual Total",30332,0
"6R01-50274","Jefferson Bus Lines","Annual Total",62950,0
"6R01-60136","Mid-Delta Transit","Annual Total",95571,0
"6R01-60140","Area Agency on Aging of Southeast Arkansas","Annual Total",214678,0
"6R01-60161","Eureka Springs Transit","Annual Total",117507,0
"6R01-60189","North Arkansas Transportation Service","Annual Total",115264,0
"6R01-60204","North East Arkansas Transit","Annual Total",6277,0
"6R01-60208","Greyhound Lines, Inc.","Annual Total",3290,0
"6R01-60246","Central Arkansas Development Council","Annual Total",422843,0
"6R01-60250","Black River Area Development","Annual Total",22059,0
"6R01-60257","Area Agency on Aging of Western Arkansas, Inc.","Annual Total",3531,0
"6R02-60135","Pointe Coupee Council on Aging","Annual Total",24220,0
"6R02-60154","Red River Council on Aging","Annual Total",10320,0
"6R02-60163","Jefferson Davis Council on Aging","Annual Total",11071,0
"6R02-60164","City of DeRidder/Beauregard Transit","Annual Total",7944,0
"6R02-60168","Washington Parish Council on Aging","Annual Total",15044,0
"6R02-60169","Evangeline Council on Aging","Annual Total",16697,0
"6R02-60180","East Feliciana Council on Aging","Annual Total",11312,0
"6R02-60194","Webster Parish Police Jury- OCS","Annual Total",29447,0
"6R02-60195","St Martin Council on Aging","Annual Total",10232,0
"6R02-60198","Calcasieu Office of Community Services","Annual Total",14163,0
"6R02-60199","St Mary Community Action Committee Assoc","Annual Total",6932,0
"6R02-60200","Livingston Council on Aging","Annual Total",33041,0
"6R02-60207","Assumption Parish Council on Aging","Annual Total",16192,0
"6R02-60208","Greyhound Lines, Inc.","Annual Total",24220,0
"6R02-60209","Caldwell Parish Council on Aging","Annual Total",10847,0
"6R02-60211","Vermilion Council on Aging","Annual Total",7095,0
"6R02-60217","West Ouachita Senior Center","Annual Total",33368,0
"6R02-60222","St. James Dept of Human Resource","Annual Total",41805,0
"6R02-60229","Humanitarian Enterprises of Lincoln Parish","Annual Total",6980,0
"6R02-60231","St. Landry Parish Community Action Agency","Annual Total",9925,0
"6R02-60232","Terrebonne Council on Aging","Annual Total",44792,0
"6R02-60234","Claiborne Parish Police Jury OCS","Annual Total",5123,0
"6R02-60235","Cameron Council on Aging, Inc","Annual Total",8650,0
"6R02-60247","Avoyelles Council on Aging","Annual Total",15476,0
"6R02-60249","Allen Council on Aging","Annual Total",14410,0
"6R02-60251","Bienville Council on Aging","Annual Total",12852,0
